Review Dates,Review Titles,Reviews,Star Ratings
"Mar. 28, 2022",Not sure what to do,"Have discovered the new ""Buy Back"" scheme they have introduced without honestly informing their customers.  Bought walk in wardrobe shelving compilation 29 January and was delayed in install until 04 April due to builder delay in completion.  When I return a small part of the multi buy items they told me I had used it.  It was only partially assembled with no inner shelves as it became clear at that point it would not fit.  But they insisted I had ""used"" it and only paid me 40% of its value as a buy back.  So the 365 return policy no longer exists really- No signs advising - really atrocious behaviour of staff on the day when I queried it.  I could take it back if I did not like it.  Wrote to manager of store and did not even get a response.  Buyers beware - policy change with no fair notification.",1
"April 19, 2022",Zlatan approves.,To all Muslims Sweden the nazist country is continuing to kidnap our children and continuing to protect Quran burners . Please boycott ikea and H&M boycott any Swedish product.,5
"April 19, 2022",Buy back rip off from IKEA dublin instead of fair return,"I had bought a new office chair which did not fit in the area where I was using it, but to my shock they refused to return when the chair was in brand-new condition. Add taken to the store in Lakeside, the staff member Amariah was very rude and claimed I had “used” the chair which is totally false. It is in new condition and yet we are acting nasty, this was not how the service was a few years ago and they have really gone downhill. The service has gotten really poor and I would advise anyone to consider purchasing from here not to do so. I have made a complaint to their HEAD OFFICE and CEO.",1
A day ago,To all Muslims Sweden the nazist…,"Just wanted to give a shout out to the IKEA Philippines delivery team that made it possible for us to enjoy one of IKEA's sofas in a timely manner. We had a late request on a delivery and while it wasn't within IKEA's policy to do so, the team looked at options and choose an alternate way to make the delivery of the sofa happen.So - a BIG thanks to Ms. Alma (EB Manager) and her team Michael and Phil who went into action. THAT is what you call ""thinking outside the box"" and providing exceptional  IKEA customer service.",1
"April 14, 2022",Brand-new item returned refused shambolic service,"I would have not given it any stars but as you have to it has one star. The worst service I’ve had the unfortunate pleasure to receive. I have tried fifteen times to register with them to receive a discount on an item of furniture I wished to purchase, yes, fifteen times. Their system does not allow potential customers to purchase items online. So I decided to ring them, but before I found out their telephone number I used their online chat, again circles and not very bright people. I then used their customer service query search. Did not recognise my query, which I reworded numerous times but it just was not recognised. When I eventually found their number, and got through to a human the only things they could say was “no worries”. I was then out through to the resolution centre who also liked the phrase “no worries”. We’re I was informed that a ticket needed to be raised as the I.T. Department were unaware of this problem. I had already explained that I had been on a forum with hundreds of people experiencing the same issues as me and this went back to March 2020. So if IKEA are unaware of this issue and after two years still not doing anything to resolve it then I’ll take my custom elsewhere.",1
"April 12, 2022",IKEA Philippines delivery team!!!,"I recently purchased online a sit/stand active support and paid for delivery using the local postal service CTT in Portugal, who lost my package and three weeks later IKEA Portugal has not refunded me. They say that I have to wait until CTT responds to their inquiry. So, one week ago I called and they said that CTT located the package and will be returned to ikea, and only when it is received in the store that they will refund me. I found out today that the whole thing is a lie, CTT never responded and never located the item, and ikea still insists that I should wait until the item is returned to them, an item that never received. The whole process is a joke, the package obviously will never be found but they continue on insisting that I should wait. I never received the package, so I should get my money back no matter what, right? Wrong!!! That’s not how IKEA works.. disappointing and shocking the lies that they gave me.",4
"Apr. 12, 2022",None existent customer service.,"A couple of years ago in the midst of the pandemic I bought stuff for my mom which I had to return as she passed away before she could ever use it. I tried to return it - within the year. As I had many other estate issues going on and only was in in Germany for a few weeks it turned out the time IKEA required was not enough time-so I had to gift it to somebody instead of returning - 700Euros lost. I swore I’d never buy from these people again. Sadly, I did not follow my own advise  and bought something from IKEA again. 50% success-in a way. I received two out of four ordered items. The other two were never delivered. AND of the 4 packages delivered two were not mine and I was just told to donate/trash them. Talking about IKEA saving the environment!!!",1
"Apr. 11, 2022",Bad customer service,Went to the store in greenwich and got great service from a salesman in his 70s sorry forgot his name but fantastic service and very helpful . ordered a mattress. They delivered it on time but left it in the hall so the deliver to room promise not so good hence 4 stars,1
"Apr. 10, 2022",A couple of years ago in the midst of…,"Beware of the delivery claim on their website to deliver to the room of your choice if you're buying a bed or mattress. Chances are you'll stump up £40 for delivery only for the delivery contractors to be unable to get the item up your stairs or refuse to touch the item if you offer to unwrap it so that it can then be manoeuvred upstairs. I was left with trying to lug a heavy kingsize mattress upstairs on my own, which I did, but I'll use a local company rather than Ikea next time. no response to my feedback email either. The mattress was ok and as described.",2
"Apr. 10, 2022",Great service in greenwich,"I bought a small drawer. And to be honest, it was easy to assemble. The only thing I don't like is the quality of the product. It could be a bit better. Apart from that fast delivery.",4
"Updated Apr. 8, 2022",Be wary of their delivery claims.,"I bought the table, and, of course it came damaged. They want me to dismantle it and send them back. I have mounted it for hours... They do not want to send a damaged piece! Never again! Very bad quality and unprofessional customer care.",3
"Apr. 7, 2022",I bought a small drawer,Horrible customer service. Actually chalk it up to no customer service. They delivered wrong product on a day that was after my scheduled date. Arranged a pick up 3 times all three times no show. I’m the meantime I can’t get refunded till they pick up the mistake they caused. They have the nerve to always say this is being recorded when all these mistakes are being made from them. Incompetent unprofessional and no accountability. The worst experience ever. Still have the product at home and on deliver pick up on another day which they won’t call or show up again. I’ll never buy a single thing there ever again. The frustration is not worth there I don’t care attitude. Awful I’d give them a zero if they allowed to give them a rating below 1. Never again,4
"Apr. 6, 2022",I bought the table,"chokingly bad. As having worked in customer care my self for >5 years, I know what to expect. I understand they might be busy but they take time writing elaborating, insulting messages instead of just listening to my concern. and no way to give feedback on this (talking about fb messenger). Incredible, this ruined my day.",1
"Apr. 3, 2022",Horrible customer service,"Ikea has a terrible website along with a terrible customer service. The product that I wanted, I was waiting for a very long time. Now that it was available I wanted to place the order, however the ikea website says it’s available for delivery and not in stock at a current store for pick up, or it says it’s available for delivery and for pick up. So I place the item in my cart and then the item says not available for delivery or pick up? Is it the ikea website ? Because it is really unhelpful. And what exactly is customer service here for? They can’t help with anything other than say “ it is what the website says “ . This is confusing to me (the customer) . Please fix this situation because this is a waste of time!",1
"Apr. 3, 2022",chokingly bad,"Avoid! You get better customer service from drug dealers! Booked 2 deliveries and still nothing has appeared. Phoned today and after an hour of listening to ABBA finally managed to get through to a human being. Did the security check and gave my order number and he told me exactly what my order was etc and then put me on hold for nearly 20 mins to then come back and tell me the old chestnut that the systems were down and they couldn’t do anything, even though he’d just told me what my order was which I mentioned and he became rude. Basically fobbed off and told to phone back tomorrow which I will - to cancel it. £500 out of pocket and nothing to show for it & I have to chase them up wasting hours on the phone because they don’t have the courtesy to even give an explanation or let you know what’s going on! Absolute shambles and borderline criminal taking peoples money, giving them the run around especially if they take time off to wait in on a delivery that will never show up!",1
"Apr. 2, 2022",Ikea has a terrible website along with…,"Wouldn’t give them one star as it’s too generous. Absolute robbery. Items never delivered, same excuse always given. No correspondence regarding delivery, people in waiting on it wasting the whole day for a delivery that will never appear. They have you over a barrel because even if you cancel it takes forever to get your money back!! Appalling customer service it’s almost criminal how they can take £100s sometimes £1000s of peoples money and leave them hanging and refuse to refund!!",1
"Updated Apr. 1, 2022",Avoid,Very bad customer service by Nisha. She called and said 2 of my items that I purchased are out of stock and they will process a refund. But they were in stock when I ordered them and while creating the order it was not explained. She said I can reorder it and it’s possible it will be here next week and said I was not listening and I’m talking over her. Horrible  service and I will never again place an order with them as every thing was placed in order and they did not set it aside for delivery and if any other customer buys it time frame they will sell it even if an order for the same item was made,1
"Apr. 1, 2022",Wouldn’t give them one star as it’s too…,"IKEA delivery service is the worst, they don’t deliver complete order, when asked for eta, they threaten to add additional charges. Customer service rep was one of the most unprofessional customer service I spoke with",1
"Mar. 31, 2022",Very bad customer service by Nisha,"At the start of the year I had a guest bed and two mattresses delivered. I put in to exchange the two mattresses, brand new and unused. This was almost two months ago, no one can tell me if or when these mattresses will be collected or when the new ones will show up. I have a month left on the return policy and am worried about what will happen. I have just spoken to Juliana who informed me my postcode isn't even recognised, not a problem I have ever faced before. Can someone please help?",2
"Mar. 29, 2022",IKEA delivery service is the worst,"Collection queue was massive when I turned up. Was a big hassle as I only needed one item, but the postage cost online was too expensive and they don’t have many slot available",1
"Mar. 28, 2022",Not sure what to do,We ordered products 6 month ago to be sure to have them in time for installation in a newbuild house. One week before delivery they say one important piece is missing…. Stay away from Ikea i will never use them again. The conpany old spirit died with Ingemar Kamprad.,1
"Mar. 27, 2022",Collection queue was massive when I…,We bought an Ikea mattress 5 yrs ago. It came with a 25 year guarantee but developed a problem with sagging along one side. After sending a technician to examine the problem we were offered a new mattress or a full refund. It was delivered this morning and carried upstairs for us. We were extremely pleased and cannot fault their service. Everyone we dealt with at Ikea could not have been more helpful.,4
"Mar. 25, 2022",We ordered products 6 month ago to be…,Always great. Not sure how people have a problem with them. Their customer service has been great.,1
"Mar. 25, 2022",We bought an Ikea mattress 5 yrs ago,"I wish I could give zero stars to their delivery service. I ordered from IKEA 3 times within 2 weeks. Because I work nights, I always choose their second delivery window (2pm-9pm). First time they called me at 12. I didn´t pick up, and they showed up at 12:30. I looked at his delivery instructions and it said 14-21. He didn´t care. The next one called me at 1 pm. I picked up thinking he wanted to confirm the appointment between 2 and 9. No! He said he´s 5 minutes from my place so he wanted to come right now. I was in the middle of a meeting, so I declined. I said I would only accept the delivery after 2 pm. The last one, today, came at 10:30!!! I had just gone to sleep a few hours earlier and had no idea what time it was. I asked him whether it was already 2 pm and he answered that he called half an hour ago (?!? why would he call me at 10 am, if my delivery is for 2pm at the earliest). I said that I booked the delivery between 2 and 9 pm and that this is not OK. He said (in German) ""Either you take this now, or I´m sending this back to where it came from."" Given no choice I said that since he already woke me up, he can also bring it upstairs now, but he took the delivery and walked away. His colleague was puzzled by this behaviour as well, but he just shrugged his shoulders and they left. Needles to say, I had to call IKEA service to learn that my delivery booked between 2 and 9 pm will not come today at all. This is HORRIBLE, HORRIBLE service. These people do as they please, abuse your phone number calling you at whatever time they want and deliver goods whenever they want. AVOID at all costs. It´s better to rent a car or van and do it yourself than to be subject to this kind of abuse.",5
"Mar. 25, 2022",Always great!,"Worst company ever. Cheap items that doesn't work when assembled and still operating in Russia via MEGA.They lie, and they cheat!",5
"Mar. 25, 2022",I wish I could give zero stars,"I booked a removal of my old couch when I bought a new couch from IKEA. They told me, that this would happen the same time as my new one will be delivered. The new one got delivered but the guys didn’t take the old one with them, because there was no space in their vehicle, so I called IKEA and they told me to wait a couple more hours - because maybe someone will come to pick up the couch. Nobody did! So I called again and they told me (at 5pm - the new couch was delivered at 10:30am) that it won’t be picked up today and that I should arrange a new date. So I did. And today I waited 3hours… and again nobody came to pick up the couch! This is super inconvenient and a level of terrible professionalism I would have never expected from IKEA!! Huge disappointment! Need to add - the bill for the removal had to be paid up front..",1
"Mar. 25, 2022",Worst company ever,"I tried to return two items which I purchased online. The free service they offer is Collect+ where you take back your items to a designated nearby independent store. So far so straightforward. Except that the email containing the vital Q code never arrived in my inbox, even though I went through the process 3 times. I eventually rang customer services at IKEA who told me that this service is run by Yodel and I would need to ring Collect+ myself to sort it out! Not at all happy that IKEA is not taking responsibility for this, particularly as this is something that is an integrated part of the returns page on their website (not a separate page attributable to Yodel). When I suggested they might like to collect the items from my home, they told me that this would cost me £25 because the items were not faulty!",1
"Mar. 24, 2022",Super unreliable and a terrible customer service!,"Ikea has been out of stock of their kitchen cabinets, drawers, etc., for over two years. I have had to make five orders with $149 each in order to get 75% of what is needed. I get that covid has impacted supplies, but it's been over two years now. I have made orders within a day of each other and Ikea refuses to combine orders or refund any amount shipping. They wouldn't even give store credit. So disappointed in their customer service. We will not order another Ikea kitchen again.",1
"Mar. 24, 2022",Returns problem,"Cancelled my order on the day, rebooked for months later but only some of the items. No communication since. Complaint made, heard nothing back.",1
"Mar. 24, 2022",Ikea has been out of stock of their…,"This was my second purchase of an Ikea kitchen. The first was wonderful.  This second purchase has been a nightmare.  I had paid for the measuring service to do a measure of my kitchen, they forwarded the measurements to Ikea and I made appt with kitchen planner.  We planned new kitchen, I paid for it and it was delivered several weeks later.The installer started to install it and discovered that none of the measurements were correct.  The instore (Portland oregon) kitchen designer had put in the wrong numbers and we designed it around these incorrect numbers.  There was no support from any Ikea staff after this happened.  I went to the store and waited for an hour to sit down with another planner to plan a new kitchen.  I paid for another kitchen (I had a house full of the wrong cabinets etc and had to hire a truck to take these back so i could get a refund).  I did not trust Ikea to pick them up and give me the correct refund.Installer came back...still missing pieces, cupboard doors, drawers for most of the cabinets etc and I had given them exact measurements for my farm house sink and they had sent wrong sink cabinet doors so there was no way the sink would fit.I went back to Ikea with pictures of installers measurements as to what I still needed.  Installer came back and when we opened up the new boxes, they were of the wrong style and wrong colour.Please don't ever order from them, go to Parr Lumber where you might spend a little bit more for a semi-custom kitchen.  No one ever took responsibility for this total mix upl",1
"Mar. 22, 2022",Cancelled my order on the day,"I am totally disgusted that the IKEA assembly team did not take the empty boxes away with them. I hv no facility to have it moved, and the assembly team told me it was against IKEA policy. Totally shocking service!!!",1
"Mar. 22, 2022",This was my second purchase of an Ikea…,"Sofa bought, had to return it because of misinformation from the seller!",1
"Mar. 21, 2022",I am totally disgusted that the IKEA…,"Really disappointed with IKEA,because they forse  you to pay for delivery if you want to buy designer sofa and delivery servise stupid amount..That’s why I’m not buying anything from there anymore",1
"Mar. 19, 2022",Sofa bought,"If I could give a 0/5 I would, after 9 weeks of trying to receive a PAX wardrobe and taking 4 days off work I give up. Will not recommend or ever use ikea, i have given loads of feedback but no reply, feel free to contact me ikea",1
"Mar. 19, 2022",Useless Delivery fees!!!!!!,"Just ordered £500+ of furniture from ikea including 2 chairs which were showing as available for online delivery. On payment a message popped up saying only 1 chair available. Annoyed but went ahead with the order - delivery charge of £40. Checked online 2 mins after placing the order, and to my surprise, chairs again showing as available for delivery. So I phoned ikea asking for a 2nd chair to be added to my initial order. After being passed around, I was told stocks were low so it's a ""1 chair per order"" policy - but that I could indeed order a 2nd chair which would be delivered separately for an additional £40 delivery cost to me. I pointed out how crazy this would be as it would double the delivery footprint as well as doubling the cost of the chair (£45), but despite the customer service person talking to a supervisor, the advice remained the only way to obtain 2 chairs was to make a double order! To add insult to injury, as I felt disgusted by the whole discussion, I asked for the entire order to be cancelled, only to be told I'd have to wait 10 to 14 days to receive my money :-(",1
"Mar. 18, 2022",0 out of 5 stars,"So far Ikea has failed at the following;- all items were in stock at time of order (I remember this because the things that were not in stock I removed from the order).- they failed to deliver my order on the 5th March because Ikea had sold part of our order which had already been paid for.- they then failed to contact us to let us know there was going to be no delivery. - after all that hassle, the out of stock items were split from the order and the “in stock” items were set to be delivered on 8th March. I was told I had to call back to arrange the delivery of the out of stock items. (Great service!)- 8th March I phoned Ikea after you failed to give me my 4 hour time slot. I was told “your 4 hour window is 09:30 until 13:30” At 14:00 when guess what? Ikea failed to deliver again. I called again to be told…. I can’t help you can you call back in an hour???? (Really???) so at 15:00 I called back to be told “part of your order is out of stock (a different part) so it has not been picked to be delivered” so failed delivery and again no contact!At this point I am losing the will to live so I request a refund and I point out that the order has been split, so that’s £749 in total which is £449 for current delivery and £300 for the out of stock doors. - we get one email saying £449 is being refunded. I call back and ask for confirmation that the £300 is also getting refunded. That apparently can’t be done?? I tell them I am concerned that the £300 is not going to get refunded and I’m told it definitely will. - guess what? £449 has been refunded and not the £300…. I call AGAIN On the 10th to explain my concern had happened and they haven’t done as they said. Im told it was stuck and has now been pushed through….. we are still waiting and it’s now 17th so I have very little confidence that Ikea have done this. I have requested a managers contact information 5 times and been denied. Which is fair enough, however Ikea team members clearly are not “equipped to resolve my complaint” as it’s now 9 days later, it’s not resolved and Ikea still owe us £300.Which we have just been informed is still not authorised despite being told it was “pushed through” a week ago!",1
"Mar. 18, 2022",IKEA double carbon footprint & double price policy!,£40 for delivery and yet still provides a p-poor service.The delivery guys spent more than 10 minutes outside my house routing around in the van trying to find everything from my order and yet still when I unpacked items were missing.This is the same as last time. Where as well as missing items I also had other items meant for other people.Ikea customer service absolve themselves of responsibility saying it is the delivery company side-stepping the fact that it is Ikea their customers are buying from and paying. Until they change that attitude (or their fulfilment partner) you're going to see very little improvement.Make the delivery guys wait whilst you check you have everything before you sign for delivery is my recommendation.,1
"Mar. 17, 2022",Shocking! Avoid at all costs!!,"I called customer service this morning to report an online purchase that was missing parts when delivered: a Knarra laundry basket was missing its lid and lining. I got through to Claire in Sheffield, England (apologies if name spelling is incorrect), who was very friendly and helpful, and arranged to send me a full replacement as soon as possible. A simple task but done with care and kindness towards the customer and I don't want that to go unnoticed. There was meant to be a customer satisfaction survey at the end of the call, but the call dropped unexpectedly. So here is my review: 5 stars for Claire!",1
"Mar. 17, 2022",Need to change fulfilment partner,I must say I am really impressed with ikea customer service any issues we had were retcitified straight the way and there service is second to none really impressed. We Brough allt of items from there for our new house and they been lovley got lots of compliments would 100 per recommend.,2
"Updated Mar. 17, 2022",Thank you to Claire from customer service,love this place and i also have used the beds soo many times i love it dificult instructions are cool and i love the labrinth of beds and other things the meat-BALLS are to die for and omg i just love it you get a hopes and dreams outa ten(look it up on yt),5
"Mar. 16, 2022",I must say I am really impressed with…,Used to pretend the bedrooms were my bedrooms when I didn't have one and slept in the shed. Then we got kicked out so I had to move into sainsbury clothes racksWhy don't IKEA have meal deals? Meatballs are BALLS but hotdog and chip be freakalicious- tried to order once tho with my pocket money and they only accepted card so I didn't eat for 3 days Their cola tastes like unwashed a$$COMING BACK SOON SO I WILL LEAVE MY HONEST OPINION AGAIn,5
"Mar. 15, 2022",As a fay lad ikea lets out my inner designer,Terrible experience and still unresolved. Items ordered now 4 weeks ago. Stated at local depot 2 weeks ago and no contact since. Emailed customer services with no response. Called and waited almost 20 minutes to speak to someone who said they would check status and email or sms and have heard nothing back in 3 days. What is going on?,5
"Mar. 14, 2022",Meatballs are balls,"Parts missing, one large item damaged which ikea replaced, but refused to take the damaged item away, how I’m going to to take it to the tip I don’t know, fuming with them",4
"Mar. 13, 2022",Terrible experience and still…,"I recently tried to call IKEA about my $450 returns card had expired and would they override the expiration as I have had Covid lost my job and been unwell and forgot I had to use voucher.After many calls  and a email sent on the 3/3/22 no reply with and with no one wanting to help. I went to IKEA at Tempe 12/3/22 and the manager at customer Service just didn’t want anything to do with me kept saying call the customer service line tried to tell him I had and I was kept on hold whilst trying to sort this. Thinking go in person I would have a person to talk to.What was worse was his attitude that it’s ok to take over $400 of peoples money and when I said you’re happy for me to put a bad a bad review he said go ahead do it and walked away and left the girl at the counter with me saying sorry. I would hate to honk how many people are being ripped off If that’s what you train your managers or your company’s way of working with people IKEA really needs to get the morales right I work in customer service and would be reprimanded if I had that tone and attitude just down right rude, unhelpful basically told it’s my fault. Sometimes people have things in their lives a bit of compassion and common sense would have been good I will never buy anything from IKEA again. Check your gift return cards.",1
"Mar. 12, 2022",IKEA refuse to take damaged item away,I cannot imagine any worse costumer care experience than the Ikea store. I will never step in Ikea again. It is like you go to a cheep quality store in China. The worst experience I've ever had shopping. They don't even deserve one star.,1
"Mar. 12, 2022",I recently tried to call IKEA about my…,"IKEA is #greenwashing themselves big time.It is a company that is involved in many filthy environment areas. Such of destruction of old growth forest, to the Amazon rainforest and other production such as steel. This is not a a sustainable or environmentally friendly company.",1
"Mar. 11, 2022",I cannot imagine any worse costumer…,"1 star is too much, I ordered an assembly service . They came fixed the cabinet and didnt fix the cabinet doors and said it's not included.when I booked the assembly service I booked it for the whole item I purchased not half of it... their service is a joke? Pethatic service.",1
