Review Dates,Review Titles,Reviews,Star Ratings
"April 19, 2022",Amazon customer service calling is ridiculous and they are no help at all!!!,"I have found items that I needed on sale and after I ordered Amazon canceled the day after it was said to be ""out for delivery "" I called to complain and they kept asking me the same questions I had already answered SEVERAL times! When I told them that I had already answered them more than one and they keep asking the same questions I already answered they put me on hold. While I was on hold I was talking to someone beside me about how ridiculous it is that they can't understand what i said the first time and the lady whom I was talking to (customer service supervisor) gets back on and is rude telling me ""your call is being monitored what did you just say"" when I told her I wasn't talking to her and that I was talking to someone beside me and I don't have to tell her what I said to someone else she got mad and hung up! These people need to learn to listen the first time so others don't have to keep repeating themselves and not get but hurt over someone saying that they obviously don't understand or aren't listening!",1
"April 19, 2022",£7.99 per mth to watch ads. No thx,Who would pay £7.99 per month to watch adverts on film etc not me anymore consider my subscription cancelled and will use eBay for other stuff with free shipping,1
A day ago,Several times happened,"Several times happened. I ordered online. Amazon gave me time window. Just a few minutes before end of the due for no reason my orders canceled. I understand this issue could be happen. But the main problem is Amazon doesn't care about how is the costumers feeling. I tried to tell them my complain is about  my time. Amazon waist my time and I need my orders, although they try to make me happy with 5 dollars credit offer. I said this is insulting whenever people talk about humanity and customers respect, but the still tried to buy my waist time with 5 dollars gift card. I just disappointed because feels like Amazon already grows up and don't need to respect or responsibility about customers. Even Worse than that is costumer services that act like robot or some technology without any understanding. I recommended to send me my order after at least another two hours chat with costumer service but they passed me to the other person and it repeated several times and each time they asked me to explain again my story. I know billion dollars corporation don't even look at our rights but I'm sure where ever any system ignore humans they will fall in the end. For my part, I will close my Amazon account forever.  I hope no one else has such an experience that I had.",1
A day ago,I placed an order,"I placed an order, being told it would be the next day, when I clicked on place order and it came through I have to wait till June for it, I placed a similar order within minutes and it will be here tomorrow. How does that work. Amazon is becoming over priced and unreliable on it orders also the packaging that the items comes in is not exactly environmentally friendly",1
"April 17, 2022",Uinethical and evil for getting you…,"Uinethical and evil for getting you free prime membership during a transaction oin Amazon you dont want,  Then you can’t use it and then they have the nerve to renew without your approval against Australian consumer law.",1
"April 17, 2022",They are poor service told my delivery…,They are poor service told my delivery would be before 2000wait on all day then at 1800 hrs  They emailed me to tell me it would not be possible to delivery but would be some time in the next 2 days the told if dose not arrive I can clame refund wich men's They have lost my order They are totally  Incompetent,1
"April 17, 2022",Bad show Amazon.…,A bit sick of Amazon continually pushing Prime in our face. Both my wife and I have had enough. My wife had £7.99 a month taken off for ages before noticing this. She had not knowingly signed up. Bad show Amazon think we're done.,2
"April 17, 2022",Prime gets you no service.,"Basically Amazon offers Prime for consumers to pay for better service, but as the price goes up, the level of service declines. I've had several instance where promised next day or 2 day shipping has slipped for several days, and now returns are also not going like they used to. I had a return approved on April 9, shipped it back April 10 via UPS, Amazon received it April 12 but as of today, April 17, they haven't even acknowledged receipt of the item. I went on a support chart where the representative confirmed the receipt and then quickly closed out the chat session before I could ask any follow-up questions. Since they're having issues with too many returns, I don't expect this will improve, just get worse.",1
"April 16, 2022",MINUS -500 still haven’t heard from them,I will like to give them minus 500 stars if could Still haven’t heard from them for my parcel previous still waiting since from March best too and said it has been recived which I haven’t recivedCovid 19 not an excuse for not delivering any parcel we’re in 2022 now things are getting to normal other ones manage to deliver my parcel,1
"April 16, 2022",Absolute garbage customer service for sellers,Absolute garbage customer service for sellers. Out of the blue they locked my account and never explained why. These degenerate thugs are a bully just like their founder. I am done with anything Amazon. What a disgusting steaming pile of feces business.,1
"April 16, 2022",Big disappointment,"I am so done with Amazon. I have been a customer for so many years and the service is gotten so bad. They make excuses for why you haven’t received your order, the delivery is horrible, and it’s a constant battle to just get your money back. It’s not worth shopping here anymore!",2
"April 16, 2022",Briefly yours,Just read Briefly yours by Cat English ..what an inspiring young lady she is a honest and true account of her life to help fund her love of cats a fantastic read highly recommend this book,5
"April 15, 2022",So sad ...after being an Amazon…,So sad ...after being an Amazon customer for many years I can honestly say I am done. The customer service is so bad it's as if they can't even see your order on their end. The only solution they give you is refund or they conveniently disconnect the call/ chat. No reason to pay for prime since they are always late on delivery.,1
"April 14, 2022",absolutely disgusting,"absolutely disgusting, even when you cancel a subscription and get confirmation that's been cancelled they still take money from you and tell you it's still active, I cancelled it for a reason because I don't want it anymore.",1
"April 14, 2022",Thanks Marie!,I called for a missing order on an item and the customer service rep Marie found my problem got me a refund and authorized it in under 5 mins all while keeping a friendly attitude and keeping me updated. Made a stubbed toe feel like a massage :),5
"April 14, 2022",after only ordering for the 3rd time…,"after only ordering for the 3rd time you have once again got my order completely wrong, online shopping should be easy and not stressful yet here we are again. i live in wales yet your driver left me a parcel for a karen harris in scotland!",1
"April 14, 2022",Amazon returns not in order…,"I purchased 3 quilt rulers for myself and friends at Amazon.nl and found them to be faulty. After cutting 2 quilts, the lines were gone from the rulers making them unusable. I contacted Amazon for refund and sent the rulers back. Now Amazon processed the return and marked 1 returned and are saying I will be charged again for the other 2. There were 3 rulers in the box. I am furious at the bad system that doesn't check what has come in for returns. As it was, we think the rulers were cheap fakes because this is a ruler I use for 15 plus years. It seems to have been a false copy of the real ruler. What happened to Amazon? It is no longer the company it used to be.",1
"April 14, 2022",DISGUSTING CUSTOMER SERVICE,"Amazon locked me out of my account for no reason.  I made a payment via the method I have done for years.  They blocked me in November 2021 and didnt send me the message they said that they had done.  I still do not have access and today received an email asking me to login and submit information.  Absolute joke, how can I log in if I am locked out.  I have tried every possible way to speak to a person and when I have managed to get my way through the rejection emails the advisors just send a scripted response that doesnt even answer or even make sense wit what I am asking.  Seriously need to give me access as I bought £100s of Amazon Echo and Firesticks.  I had extra subscriptions for all services too which were cancelled rendering my items useless.",1
"April 14, 2022",nothing amazing about Amazon,I work in customer service and there's is the worst I placed a order for same day paid for it waited watching the app or went to delayed but still arriving by midnight what No woke up at 6am no package chatted with them via text on there app couldn't understand if it was a bad rapper but he couldn't make his sentences make sense nor spelled correctly called talked to a supervisor who said she apologized for the inconvenience I'm going to refund your order but you're still gonna receive it don't send it back not the case she canceled it and put I refused shipping and delivery omg wow I I need this for work reason called back another rep said can't you just go to a local store my jaw dropped I would be fired instantly if I suggested a competitor then I spoke with another supervisor who said reorder it Amazon will Express ship and prioritize it for delivery day 3 now and it says it will arrive by 10pm thaf is not priority or Express.  There agents try to blame it on a language misunderstanding that is bs then keep it USA then,1
"April 14, 2022",Amazon stole my money.,"I have always been a strong defender of amazon.Sure, they make mistakes from time to time. But until recently their customer service always tried to make things right. But recently they accidently charged me $34 and after 2 weeks, they still haven't given me my money back. But every 5 days I contact them, only to be told to wait another 5 days.  Amazon clearly no longer cares about their customers.",1
"April 13, 2022",Do not use amazon the delivery drivers…,"Do not use amazon the delivery drivers will not deliver to your house if they can't park and will blame it on you and you will loose out, no details to call and delivery company not on there list of numbers so now I can't do anything about it, absolutely the most useless site iv been on, 3 orders and 3 problems",1
"April 13, 2022",Amazon's customer service issue,I have been a customer of Amazon's since 2004. I opened up two accounts. One of my accounts was hacked and all of my digital contents was deleted. The second was closed and finally restored after a period of two years. They haven't been able or willing to restore digital content that was deleted. They are also unable to troubleshoot the issue.,2
"April 13, 2022",Prime,"I ended my prime in December and forgot all about it until I saw Amazon have still been taking money from me every month. So I looked at my Amazon prime profile and realized they havn't ended my membership in their system. Do not trust Amazon, I am deeply disappointed.",1
"April 13, 2022",Once upon a time Amazon was great ......,Once upon a time Amazon was great to work with.  NOW it sucks their customer support does not speak English in any form.  I don't want go into details of the horror story but I will say NEVER again.  Wish I could block them from my mind for now and forever.,1
"April 13, 2022",False delivery dates!,I need parts for a closetmaid self. It when I looked them up is said delivery would be on Tuesday. Based on that I order it. AFTER I completed payment my confirmation said Tuesday thru Friday. I have an outpatient procedure scheduled for Friday and needed these part before then. Had I been told Tuesday thru Friday I wouldn't have order them parts. I could have picked them up from Home Depot. Which in the future is what I will do.,1
"April 12, 2022",Liars I cannot believe how blunt they…,Liars I cannot believe how blunt they can lie.After a half a year of constant problems with their Amazon prime video app they promised me to comfort stat me for £200 I have it recorded on my phone I have an email for them.But now even though there is a clear evidence that they promise that they just decided to ignore that for no reason it is just absolutely shocking.When you give someone a promise an oral agreement and you tell him you going to come first 18 for £200 and then you refuse to explain why you not willing to comfort stat him it's make you not trust them in the future I think oral agreements must be kept.,1
"April 12, 2022",Service the World Properly First,"Very bad hearted company in my opinion. It’s easy to say in a website, click here and we’ll help you and quite another to actually offer real help. Help for Amazon copying the email you were sent and regurgitating it. It’s probably a bot and not even a human but we’re paying human money and upfront.",1
"April 12, 2022",HELP ON A COMPLICATED RETURN…,"EXCELLENT HELP GETTING A DIFFICULT RETURN ISSUE RESOLVED.  NONE OF THE CUSTOMER SERVICE AUTO RESPONSES ADDRESSED MY PROBLEM. FINALLY I REACHED BHABHNA ON CHAT. WHAT A FABULOUS SUPPORT PERSON. PATIENT, AND WAS ABLE TO SEE THE PROBLEM I HAD AND RESOLVED IT.  I'D GIVEN UP HOPE AND THOUGHT ID LOST $123.++. NOW I BELIEVE I WILL BE ABLE TO SUCCESSFULLY RETURN ITEM AND GET REFUND. THANK YOU",5
"Apr. 12, 2022",Don't give a damm about refunding their…,"Don't give a damm about refunding their customers saying I haven't been charged when I've been paying through zilch for an item I cancelled, appalling customer service. Then asking for bank I'd which doesn't even show up on your statement",1
"Apr. 12, 2022",I have tried to order things from this…,I have tried to order things from this site but it is complicated  and not user friendly when it comes to payment have had orders declined for no apparent reason ebay is much better,1
"Apr. 12, 2022",SELLER SERVICE SO UNPROFESSIONAL ALL…,SELLER SERVICE SO UNPROFESSIONAL ALL AUTOMATED THEY BOOK APPOINTMENTS DONT TURN UP DISGUSTING THEN AFTER SELLING 0 PRODUCTS THEY ROBBED 30 POUNDS OUT OF MY ACCOUNT DISGUSTING HAD TO CLAIM THEFT FROM MY BANK,1
"Apr. 12, 2022",Good place to shop and like amazon…,Good place to shop and like amazon prime delivery and amazon prime movies.,4
"Apr. 12, 2022",Shocking delivery almost never turns…,Shocking delivery almost never turns up. When you speak to customer services they then treat you like dirt,1
"Apr. 11, 2022",Be carful on Amazon drivers,Be carful on Amazon drivers . They are opening in them self your back yard and come in to garden with out your permission. Next driver has stated has delivered  parcel to customer into hands when customer was not at home ! Over phone costumer service are not knowledgeable and you as a customer is not able speak with management to solve an issue.,1
"Apr. 11, 2022",bad service and time stop this…,bad service and time stop this monopoly. Not provide any correct information and agents leaving or ignoring replies.,1
"Apr. 11, 2022",Don't expect to get any help on returns…,Don't expect to get any help on returns like alcohol that is broke or defective they turn their back on you. Vile customer service,1
"Apr. 11, 2022",very bad delivery guys and the costmer…,very bad delivery guys and the costmer serves bad people they close the line after wating very much time when you told them you have bad delivery guys,1
"Apr. 11, 2022",ZERO STARS if i could,ZERO STARS if i could. Today parcel left email says posted through letterbox but no left on doorstep for everyone to see. The deliverymen lie all the time that work for amazon and you cant speak to anyone to complain. Not the first time.,1
"Apr. 11, 2022",Customer service was great dealing with…,Customer service was great dealing with my lost package,5
"Apr. 11, 2022",I would not order from Amazon again if…,I would not order from Amazon again if my life depended on it the worst customer service customer service reps all sound like robots they promise you that they’re sending things via mail it never gets here return labels they send them to you to your email account you can’t print them out it’s the worst service experience I’ve ever experienced in my life never would I order something from them again,1
"Updated Apr. 10, 2022",Drivers lie,"Almost from Amazon every item we order is delivered while we are out & items are left in our porch. Ok, fair enough. However the delivery is usually recorded as handed to resident. Why lie? At other times a photo is taken of the item in the porch  but not often.",1
"Apr. 10, 2022",Close to impossible to even tell them what the problem is.,"Customer service is horrible.  One of the biggest frustrations is that unless your problem falls into one of their predetermined boxes there is no way to even let them know what the problem is.  In the past I had to click numerous screens before finding the ""Call Me"" link.  But today that option seems to have disappeared.  It is either chat with a computer that does not allow you to relate the problem or nothing.",1
"Apr. 10, 2022",amazon is refusing home delivery,amazon is refusing home delivery. its seller centric and gives a damn about customer concerns. avoid amazon.,1
"Apr. 10, 2022",A great day❤️❤️❤️,"Same day delivery did not get fulfilled. Order then promised to be delivered next day after contacting customer service but did not arrive again! Then after the second time ringing customer service, the order only then arrived on thursday which is very late compared to Monday which was what's stated when I placed my order. I'm cancelling my Prime membership.",5
"Updated Apr. 9, 2022",Same day delivery did not get…,Really poor customer service. Do not use.,1
"Apr. 9, 2022",Really poor customer service,"Next to useless searching for anything since Amazon continues to show you what it wants to plug whether or not you want to see it. And don't get me started on Prime and how they try every dirty trick in the book - and a few others besides - to get you to sign up or persuade you to continue with your membership when you choose  to cancel it. The original foot-in-the-door sales tactics. Oh, and don't be fooled into thinking you save money with Amazon; most items I've looked at can be bought cheaper elsewhere. It's one merit is that it brings many sources together.",1
"Apr. 9, 2022",Foot in the door sales tactics.,Absolute joke takers  2 weeks now have been waiting for a refund on gift cards that weren't even brought myself. Amazon cancelled the gift cards and all I keep getting is the same worded email from them over and over and over again. When you call them the only thing u get told is pleae wsit 24hrs and low and behold the same crap email comes back to u  your good enough to take the money out of my bank account but can't refund it. Absolute joke.,2
"Apr. 9, 2022",Absolute joke  takers  now have…,"I closed my Amazon account with $100 Amazon gift card on it. They refused to reactivate my Amazon e-gift card code, telling me that I should not have closed my account in the first place - it is a consequence of my action. Worst customer service ever...",1
"Apr. 9, 2022",Amazon stole my $100,"I used their food delivery about a dozen times and with each delivery it's going down hill.  Fruit that's molded, missing an item and this last delivery missing 6 items.  Guess it's time to switch.",1
"Apr. 9, 2022",I used their food delivery about a…,"Sent for product, came incomplete.I told customer service but was told "" nothing to do with us "". I've been a loyal customer for years. Never again. Buyer beware.",1
"Apr. 8, 2022",Sent for product,"I ordered a book from Amazon and received a different book than the one which I had ordered.  In order to return the book I had to drop it off at a distant drop-off location or print a label for its return by mail.  Not having a printer in my home, I had the company send me a label via the U.S.Postal System.  Amazon saw the need to charge $1.00 for this ""service"".  It was THEIR mistake in sending me the wrong book and then putting me through the hassle of returning the book.  I see no need in adding insult to injury by charging me for providing the return label and will be buying my books and other items previously purchased from the company elsewhere.  I""m quite sure the company will survive without my business, but it is simply a matter of principle.",1
"Apr. 8, 2022",INCREDIBLY POOR CUSTOMER RELATIONS,"basically last ordered a year ago, but we have numerous accounts with AMAZON . We dont use because its the cheapest or best quality solely for convenience. tried logging in, wont allow me says it doesnt recognise password, no problem i will reset!!! oh no , the account is on stop!! wait they are going to contact me , a week later NOTHING! GREAT CUSTOMER SERVICE. so ring customer service, sorry your having problems you have to wait to hear , will prompt them , LOVELY , GREAT CUSTOMER SERVICE. another 3 days okay i give up, try and set new account up on different email, oops its using my personal information from the account THEY FROZE WITH NO LETTER, NO EMAIL AGAINST ME. ring customer services , sorry cant help you will prompt them , listen i am going to start postings complaining, ok sirWHAT AN APALLING WAY TO RUN A BUSINESS, NEXT WEEK ALL ACCOUNTS BEING SHUT DOWN THEY CAN LOSE OUR 10 TO 20 K BUSINESS, MAYBE THEY WILL LEARN, I DOUBT IT. Everything about them screams complete arrogrance",1
"Apr. 8, 2022",AWFUL CUSTOMER SERVICE,Has EVERYTHING for really cheap.,1
"Apr. 8, 2022",amazing,"Decent when things go well but they lose/delay way too many packages with their drivers lying about having delivered on a regular basis when everyone has been out of the house. Virtually impossible to get hold of anyone to complain to and they never put their mistakes right, thinking that a refund solves you being without essential items and expecting you to reorder and pay priority shipping rates to put right their mistakes. Will never use them again after thus happening one time too many",5
"Apr. 8, 2022","""The world's most customer Centric company""? Don't make me laugh",Can't deliver items to proper address. Packages NEVERED sealed. Empty package left on porch,1
"Apr. 8, 2022",Can't deliver items to proper address,"Amazon has the worst delivery service of all of them except for OnTrac. They are constantly late with deliveries. They don't deliver items to the correct location on the property, frequently leaving packages outside of the secure location despite what is instructed on the account and orders. They are consistently outside of their delivery window. Most recently, I received notification that my items would be delivered between 10:30 am and 11:30 am and that the packages were only 10 stops away. Then absolutely nothing happened and my packages were delayed to the next day. And then they changed my order status to say that I requested a reschedule of my delivery!!!! AMAZON DELIVERY SUCKS!!!!!",1
"Apr. 7, 2022",Amazon has the worst delivery service…,"Amazon.de is a garbage company that pay services of garbage carriers. I paid for an order to be delivered at home. the order was splitted in 2 parcels. The garbage carrier of amazon NEVER SHOWED. 4 people on the house waiting for both parcels duing 2 consecutive days. They placed the parcels on a picking point where no one can go because is only available to be collected on normal people working time ( so clever ). Amazon.de garbage employee do not want to give my money back, and they are coying pasting garbage responses to my emails even after the date limit to collect the parcels on the picking point. I have called, and they have cut the call after waiting for a long time trying to solve my case. They are not processing the full return of the money despite their garbage carrier caller postnord have f**** up this transaction by not delivering to my place. By now, until they give back the money ( what they chould have done yesterday ) they have stolen me more than 100 euros from this order. Is the f****** last time I am ordering something to this garbage company with garbage customer service and garbage employee. I am placing today a formal claim to the authorities to have my money back since it seems the garbage employees are unable to reason that they have failed on the contracted services of the delivery to home and then placing the orders at an unaccesible collection point. FU**ING WASTE OF TIME WITH THIS SCAMMERS. Amazon.de, take care who you are fuc**** up dudes, its quite easy to hide behind a computer or a telephone when you have FAILED TO COMPLY WITH THE PROVISSION OF A PAID SERVICE. SCAMMERS",1
"Updated Apr. 7, 2022","SCAMMERS, SPOLIED EMPLOYEES",Goods seldom get delivered.Worst service ever.,1
"Apr. 7, 2022",Goods seldom get delivered.,"be very careful with payments that you cancel with these thieves...waiting 7 days for a £299 payment hold to be released back to my account,and yet they managed to send another cancelled payment for another item to go back into my account within 24 hrs....they do like holding your money for no reason.i have used amazon for years spending obscene amounts but this is the last time",1
"Apr. 7, 2022",be very careful with payments that you…,"what a waste of time ,they used DPD uk to deliver my item, they came when Iwas out at work there no redelivery they took if to drop off shop miles away from my house,  place I cant get to. 7 days time it going back to sender,  no customer services with amazon and dpd , I WISH I HAVE USED EBAY, its only third time I used amazon, and it left a bad teaste,  last time I used amazon",1
"Apr. 7, 2022","what a waste of time ,","Absolutely disgraceful service I ordered scrubs for work as I work in the hospital, firstly they told me on the app the driver delivered the parcel yesterday which was not the case as I was told by customer service so I waited most of today and the driver lost my package and I am deeply angered by this due to the lack of support and structure Amazon “pride” themselves in now I have to pay more money for uniforms due to Amazons stupid mistake absolutely ridiculous!!!!",1
"Apr. 7, 2022",Absolutely disgraceful service I…,wish>amaZSOn widj is s mic better thn amason evcayse the logs are blue,1
"Apr. 7, 2022",wish>amaZSOn,"I have had several orders take to long. Claims 2 day shipping but takes on average 4 days. Customer service is clueless as to how to help customers. Fail to provide detailed information on promotional credits ect..I really only use my account for ordering, I don't watch videos or do ebooks with prime so I don't know why I even keep my account when shipping sucks. I have screen shot of them admitting to losing my packages or delivering to the wrong house. I've had better experiences with Mecari and ebay. They are a big enough company that they don't care about their customers anymore.",1
"Apr. 7, 2022",Late shipping and Lousy customer service,"NOBODY CAN HELP ME!! When I finally talked to a live person at Amazon, and that was difficult,  THEY HUNG UP ON ME!!!!!!!!",2
"Apr. 6, 2022",NOBODY CAN HELP ME!,"If I could give zero stars, I would. I bought my granddaughter a 50.00 Amazon gift card for her birthday. She purchased a PS gift card, with it, and they locked her account. This was a year ago. She’s never recovered her birthday money, nor managed to get  her account unlocked. So I purchased 200 dollar PS e gift cards, today, and now they’ve locked my account and flagged my credit card as fraudulent. I will never use Amazon again! There are many other shopping alternatives that have customer service reps that actually fix these problems!",1
"Apr. 6, 2022",If I could give zero stars,"Fantastic service. I regularly purchase from Amazon. Delivery, customer service and returns are so convenient. Recently called to get some help with returns. As always the customer support lady was very helpful. keep it up.",1
"Apr. 6, 2022",Fantastic service,"Ordered delonghi decalc from desto ltd through Amazon, price £18.00 . Discovered I had been charged additional £18.00 for carriage.  Immediately cancelled order. Cancellation failed, order went through, I was charged. Requested refund for unauthorised extortionate carriage charge. DESTO refused. Complained to Amazon and to bogus company, DESTO, which does not appear to exist. Amazon apologises......does nothing. I can't believe Amazon still exists given the massive number of bad reviews I've been reading. This is fraud and deception and must be made public. Amazon KNOWINGLY allows and encourages bogus companies to trade under Amazon name making huge profit for both themselves and the bogus companies. This must end. Amazon must be blown apart to be stopped. Writing reviews on Trustpilot is all well and good but, this does not lead to action against these bogus companies which include Amazon. Amazon is fully aware of the malpractice operating within it's company and thinks it's untouchable. There is enough evidence for a thorough public investigation into Amazon. PRESS AND TV TAKE PART. Watch this space,,,,,,",5
"Updated Apr. 6, 2022",BEWARE AMAZON CHECK COMPANY BEFORE PLACING ORDER.d,I have been a major user of Amazon Prime for more than 8 years and have NO COMPLAINTS with their service or handling of returns.,1
