Review Dates,Review Titles,Reviews,Star Ratings
"April 14, 2022",Walmart.com is a mixed bag,"Disgraceful management “team” at the Delavan, WI Walmart. It’s shameful allowing Benjamin, Corri, & Lanaya to lead any group of employees. After shopping here for 20 years, my family & I will never be back & I’ll be letting everyone know about my horrible experience.",2
"April 14, 2022",Gulfport Ms. Hwy. 49 Walmart pharmacy is terrible,"I am a faithful customer at the Walmart Supercenter in Monroe North Carolina. I am sick and tired of being overcharged. I spend anywhere from $800 to $1,200 at the first of the month for monthly groceries. I spend more time bring customer service over four items that I am being overcharged than I do picking up all my groceries. I'm not referring to items that have been put in the wrong place. I have called corporate headquarters twice and was told I would get a call from the store manager it's been over 2 weeks. I just saw on on local media that the Walmart in Indian Trail has already been called for overcharging people. I was also told that the manager of the Walmart in Monroe North Carolina have been terminated 2 weeks ago and the assistant manager decided to go on vacation so they had a lead person handling the store. I stopped by tonight to pick up a few items and again I was overcharged. The 24 packs of Mountain Dew are one of the main items that they will overcharge you for and also Meats. I bought a cat bed that was Mark 9 97 but it would ring up 1497 customer service told me the price has gone up and I need to pay it I told him they could keep their s***. Any coupon that is a dollar or more in value is always keep down saying item not found I had to dig through my groceries to prove that I bought it and yes there it is so why won't it take my $3 coupon off of Tide. I am so sick and tired of Walmart ripping people off and evidently Walmart corporate does not give a s***. People please watch everything that is scanned at Walmart times are tough for everyone but overcharging your customers is wrong wrong wrong!!",1
"April 13, 2022",Disgraceful management “team” at the…,"I had a delivery of groceries sent to my house first there was a delay, and I was told there was a substitution now I figured it was a substitution you would give me a phone call and see if it's okay to replace one item for another. Especially if it's for a higher price from $1.47 to 488 Lysol and then there's outside there were no great so they decided to make a substitution yet they said you can return things I'm unable to find a way to return or to get an app to return things",1
"April 13, 2022",I am a faithful customer at the Walmart…,I bought a eGift card and Walmart.com and Walmart customer service can not locate the gift card in their system and the money has been deducted from my bank account. No one has tried to help me with this situation. It's amazing to me that when things are not right and going wrong no one is their to help but if it were them they would want someone to help them. This is RIDICULOUS!!!,1
"April 13, 2022",I had a delivery of groceries sent to…,"I think that the supply chain has been interrupted at the Irwin Walmart because there is never enough cat food, ect.",2
"April 13, 2022",I bought a eGift card and Walmart.com…,"Walmart.com Fraud Department,You let 8 identical items that cost $177.52 each charge to my bank account. 4 charges placed om 4/6/2022, 4 charges placed on 4/7/2022. I contacted you on 4/6/2022 about the first four charges and told you that this was obvious fraud. You told me you took care of it. You emailed me you took care of it. YOU LIED! All this tells me is your word is no good. I had those same charges added to my bank account on 4/6/2022 added again on/4/7/22.       I called today and I was told they could not do anything about it. Why have a fraud department if you cannot do anything about it? You make no sense at all. Did you ever check the delivery address? I got an email from Walmart.com saying you delivered those packages, of course when I checked they were not delivered to my address which you have on file. You did not check the delivery address either for my account? How can anybody trust you? I could care less about your fraud policy because you do not do anything and allow this happen twice. I told you about the fraud, you did nothing, you did not check the delivery address, you let the same thing happen twice. Why have a fraud department if you do not do anything to prevent fraud! You need to shut down this department because you do not help customers, you help yourself to the customers money. By the way, me on my wife live on Social Security and both disabled. We live month to month on Social Security on the little money we get with a lot of doctor bills to pay. I HOPE YOUR PROUD you have now gave us negative balance in our checking account and we have not yet reached the middle of the month!I will be sending a copy of this letter to the Better Business Bureau and to Walmart Corporate.Charles Samples",1
"April 13, 2022",I think that the supply chain has been…,"No I’ve had enough.  Had a drive deliver a couple things and my husband pulled up behind her a ways waiting in his spot but in no hurry.  She was walking back to her car throwing her hands up and cussed him.  She decided to get in her car, fix her hair and make a call while screaming at my husband.  I swear Walmart cares less and less all the time.  Also I ordered chairs, canceled them, then I had to pay interest on them for 2 months.  I’m sick of the drama.  Target here I come",3
"April 13, 2022","Walmart.com Fraud Department,","I ordered an item. Walmart sent the wrong item, I thought anyhow. So I called and said I received the wrong item. So the customer service agent sent me a ""replacement."" I shipped back the wrong the item, just to recieve the replacement item, exact as the first again! On the second phone call, the customer service agent said all they could give me was a refund on the original. Turns out, Walmart increased the price of the item I bought wouldn't send it. This is why I will only deal with Amazon from here on.",1
"April 12, 2022",No I’ve had enough,"WALMART ad on TV says that they're doing everything they can to save us money.  For example, raising the price of Fiber Therapy (Methylcellulose) 500 mg (100 caplets) from $6.73 to $9.98 (with a fake full price of $14.88) overnight. The $6.73 price was a constant for years. Case closed.",1
"April 12, 2022",I ordered an item,"I knew I was making a mistake calling them with a simple question. They must go out of their way to hire the dumbest imbeciles available. You can ask them the same question literally five times in a row, every time they will lie and say they understand, then they will ask something that you just got done saying, proving they weren't paying attention. You will go through this four or five times in a row, each time them saying they understand now and then asking if you tried something you just got done explaining you had done(for the fifth time). These people are seriously dumb as bricks. Their supervisor told me their website had errors because I hadn't cleared my cookies. You could tell they couldn't be bothered to even pretend to care in the least.So here it is, five calls and an hour later, my blood pressure skyrocketed, my plans for the evening totally shot. All because Walmart goes out of their way to hire the stupidest people imaginable.",1
"April 12, 2022",WALMART ad on TV says one thing…,They dont care about clients. Awful service. The qualityof the fruits and vegetables is OK.,1
"Apr. 13, 2022","Service reps don't listen or care, nor have any clue what's going on",Walmart on Rivers Ave. It is time for new management at Walmart in North Charleston. Things need to change this is a ongoing problem. Yesterday there were no carts inside the store.  It seems like who is in charge of the inventory is not doing a good job. There is absolutely no reason for Walmart to not be fully stocked.,1
"Apr. 12, 2022",They dont care about clients,"Bad shipping, not workingI ordered twice in Feb.&March products from BBH using Walmart website ,there is not option for pickup, and they never arrived.  Walmart is not fixing the issue with shipping from BBH.  Very very bad shipping service",3
"Apr. 12, 2022",Walmart on Rivers Ave,Walmart is the best store alive I LOVE IT  :),2
"Apr. 12, 2022",Bad shipping,"Walmart is a big store and has a very good selection of items.  But I had a very bad experience with their customer service department at Walmart Scarborborough Superstore in Ontario.  I wanted to shop there. But first went to get refund for an item to their customer service department.  I found out that there were only two cashiers working very slowly with each customer.  The lineup was getting long . Then all of a sudden one cashier decided to to move away as I waited it line for about 25 minutes. This was very frustrating and wasted my time and got me upset.  No apologies received but was told by the cashier who finally served me if i go anywhere now I have to wait that long.   Walmart managment, please train your customer service employees better, keep more cashiers at customer service and and train them to treat your customers better.",1
"Apr. 12, 2022",Walmart is great,"Item was not as described! Store didn't want to take it back b/c of it a 3rd party seller! As stated on the website that it was returnable to store! Long story short ,they charged my card twice and had to beg the store to take it and per WMT shows 2 charges and they finally took the item! Been dealing with these folks for a month and lost my online purchases! Very poor customer relations!",5
"Apr. 12, 2022",Walmart is a big store and has a very…,"Many times their website is not current. This is frustrating because when you go to the store based on what you see, the product is not in stock. Also their grocery pick up is a 3 at best. I have called several times to complain and asked for a mgr. to call back. Never received a callback.",1
"Apr. 11, 2022",Item was not as described,"In Europe, especially in the UK, groceries are delivered in purpose-built vehicles with refrigerated and frozen sections to maintain freshness and ensure sensitive items like meat and dairy are kept at safe temperatures. Walmart delivers in someone's private, worn out car with items thrown all around the car on front and back seats and floor, no refrigeration whatsoever. And tipping drivers sounds offensive from European point of view - I am not here to compensate your corporate greed when you don't pay drivers fair wages or delivery commissions. I'd certainly expect more professionalism from such a massive company. What a shame. On top of that, you attempted to charge me delivery fee although I have Walmart+ and I had problems using a discount code - you chat agent couldn't help, so I had to call you. A lot of time wasted. Will be looking to try other supermarkets, as this is simply bad in every single way.",1
"Apr. 11, 2022",Many times their website is not…,"Horrible service, unorganized and poorly managed..using their app is like walking into a typical messy Walmart store.. I got 100 emails from Walmart the moment I ordered pushing me to add more items to my cart, spamming and scamming is Walmarts way of doing business",3
"Apr. 10, 2022",Corporate greed at its best,This is my favorite shopping place. I love the cheaper price. So far so good.,1
"Apr. 10, 2022",Horrible service,"I waited 2hrs, Saturday April 8, 2022 for item to arrive, only to receive text saying they arrived. Sent me a pic of where car was parked n they dropped items there. I've never lived in that building,  i specifically ordered for 4cups oysters n by driver's mistake, there weren't anymore oysters to order, so she gave $69 and change to someone who didn't pay a dime. Then they kept trying to charge me a driver's tip, seriously. Driver lost them money and me products,  why would I tip them $. I do hv a tip for all drivers though, use your GPS, then you'll get to the right destination",1
"Apr. 10, 2022",This is my favorite shopping place,"After the 3rd time of me ordering food for me and my kids and being treated like crap, and my order getting ""lost"", ""frozen"" or  ""stolen"" and having to fight to get andything done about these issues, I strongly suggest going to other sites for shopping or shop in person only until walmart can figure out how to manage their website orders.",4
"Apr. 10, 2022",Delivered and gave someone else free items,I ordered dynarex lemon glycerin swabs for my mother-in-law who's on hospice. The picture showed a box of swabs sitting behind an open packet and one swab out. It cost $11.98+ tax and shipping. I got a little packet with 3 swabs! What a rip off.,1
"Apr. 10, 2022","Wasted time, Wasted money","Worst cashiers, they scanning double items. Worst manager",1
"Apr. 9, 2022",I ordered dynarex lemon glycerin swabs…,"Beware of Walmart Scams! You think you are purchasing new merchanidse, but they are selling used items as new. I bought an Oculus from Walmart store # 01298 on, April 19, 2022 at 14:13:31. On that date a young man assisted me with purchasing an Oculus Item # 081582002246 in the amount of $399. This was a new item to my understanding that had never been opened or used prior to purchase. Once the item was brought home, opened and used by us, we realized that it was in fact not new at all. There was a registered user on the device. The device had discoloration indicating that it was previously used as well. For this reason, I decided to return it to the store I originally purchased it from with the receipt. I explained the situation and asked for an exchange for an unopened, never used Oculus which is what I originally purchased. However, the clerk stated the serial number for the device in the box, did not match the serial number printed on the actual box. For this reason, she refused to refund my purchase. She was able to verify the transaction was made and the video camera footage showing the purchase of the item. I have been swindled basically and feel very upset by this. I have been a loyal customer of Walmart for many years and spend a good deal of my money there. This was a very special and expensive purchase for my son. We lost his father to cancer in August and I am a single parent who works very hard to provide for my son. I work for ministry serving children living in extreme poverty. I am a hardworking, honest and respectful woman. I expect when I purchase an item, especially from a reputable company I use frequently such as Walmart, that I will receive what I purchase. I have contacted my credit card company and Walmart Corporate. I am also filing a complaint with the BBB. I feel like this was really wrong and it is not okay to swindle people out of their hard earn money. I am not even asking for my $400 back. I just want a new Oculus, that is what I paid for.",1
"Apr. 9, 2022","Monroe NY walmart, worst services",I purchased 40 $10 Chick Fil A gift cards for Christmas presents. They arrived in 2 bundles of 20 and still in the plastic wrap. I started hearing that the cards that I had given out were not activated. I called Walmart to no avail. I spent $400 and it's embarrassing that these cards did not work.,1
"Apr. 9, 2022",Beware of Walmart Scams,"the worse experience ever, having groceries delivered to my home. So far I have ordered twice and both times it was a complete NIGHTMARE. They even shipped me grocery items that had already been delivered to me, and what they delivered was wrong.  So many items I want can only be picked up at the store. Like my coffee creamer other creamers can be delivered not the one I want. paid for this service for 1 yr.I understand a sucker is born minute I guess that's me. I am hoping with time things will get better",1
"Apr. 9, 2022",Chick Fil A Gift Cards NOT ACTIVATED,"I placed an order from Walmart.com on April 3, 2022. It is now 6:15 pm, April 8, 2022. My order has been sitting at the shipping facility in Bensenville, IL 60106 since 7am, April 7, 2022 and has not moved. Walmart's shipping partner is DING HONG. Luckily, I called Customer Service at Walmart and they are refunding my money! I am not the only one this has happened to.  I Goggled Ding Hong! Before ordering anything online Goggle anything that you can think of.  Investigate as much as you can yourself ... As in my case, I could not, because I did not know about a ""shipping partner""!",1
"Apr. 9, 2022",the worse experience ever,"I placed an order on Walmart grocery app on 4/6 and it never showed up in my purchase history. I also never got a text or email notification for the order, but my ebt and debit cards were charged for the purchase. When I contacted customers service they say that there is no charge on their end and I need to contact my credit card company.",2
"Apr. 8, 2022",I placed an order from Walmart.com on…,"Try to call the store at 7300 Keystone to make sure I can get a money orders. No answer. Drive to the store to see the ""money center"" is dark as night at 4pm.  I ask the girl at the customer service desk if she can do a money order and she says ""money center is closed"" and I ask what time do they close.  She does not answer but I ask a cluster of employees where is a manager and the manager comes up and says the money center girl left at 3.  I ask why they don't answer the phone and she points to the back of the store and says ""they are supposed to do it"" something about not scheduled and starts laughing.",1
"Updated Apr. 8, 2022",I placed an order on Walmart grocery…,"If I could give ie a -1 I would. I ordered a tire on a Monday and expected it to be delivered on Friday. Only to discover it was NEVER shipped. I waited all week just to be old it would be another week because somebody ""forgot"" to take it to FedEx. A refund would take 5 days so I screwed either way because I can't drive for 7 days. I drive for a living. There's nothing but I'm sorry that I'm getting out of this. This is some straight poppy cock.",1
"Updated Apr. 8, 2022",Dry turds better than Walmart,Went to wally world todayEverything was going soothe Went to check outWalked thru self check outArrived at kioskFrom behind meSomeone stated I cut in front of themI’m confusedHow can I get to the kiosk firstIf I’m behind youThere is slight deliberation between the individual myself and the line representativeShe tells me I need to go to the back of the line I’m not sure but I don’t recall seeing him besides I’m not rude and I don’t bust purposely cuz we gone fight if you cut in front of me without my blessing She’s very rude in her commentary and approach I ring up my things I look her up and down And I walk awayNot happy Wally World not happyI know I’m just one person so my opinion likely does not matter but still I am not happy,1
"Apr. 8, 2022",If I could give ie a -1 I would,Walmart + is a waste of money in my opinion. The staff didn't know how to do the pharmacy discount. Half the items I was charged for weren't delivered. There are rarely any slots for delivery.,1
"Apr. 7, 2022",Went to wally world today,I purchased on line the product Eat More a VH Nutrition product. My husband has had no appetite and was loosing weight. I am so happy for this product that I found at Walmart. He is eating again. Walmart got this out to me immediately. I highly recommend this for someone who has a poor appetite. Thank you.,1
"Apr. 6, 2022",Walmart does not spark joy.,they play this game of false ads and sending wrong products then making it hard on customers to return for a refund. The service people don't bother to look at convos with crooked vendors. They are clueless. STAY WITH AMAZON.,1
"Apr. 6, 2022",Walmart + is a waste of money in my…,Very good attention. I liked the products they offer.,1
"Apr. 6, 2022",I purchased on line the product Eat…,"There may be some benefit to the membership for savings on delivery service, but this nightmare just might outweigh the benefits! When I placed an order on the site, it showed up as a pick-up rather than delivery. Customer service said, ""no problem."" She canceled pick-up and re-entered my order as delivery. I WAS CHARGED FOR BOTH! The rep I called next said the $146 would be back in my account within 24 hours. THAT WAS A LIE! I am still waiting 72 hours later! I've called back several times. Today, I finally got a supervisor on the line, who said it's actually a THREE TO TEN DAY wait to get my money back!! Are you kidding me?? I wouldn't be shopping at Walmart if I could afford for my money to sit in YOUR bank for ten days! I am SO UPSET with Walmart customer dis-service!",5
"Apr. 6, 2022",they play this game of false ads and…,Beware of the delivery fees charged by Walmart as they tried to charge a $15 tip on a $7.95 delivery that I never authorized. If you have anything delivered check your bank account and be sure that you too have not had an unauthorized charge for a tip for 200% of the delivery charge.,1
"Apr. 6, 2022",Nice,Walmart is getting worse I ordered a movie on the 14th of march I couldn't even track my order. Now it's April  5th still waiting on my order I payed for I have been a customer for years I started the Walmart.com because of the Walmart store in my area you can't get any help you need in the store and the Walmart in my area has nothing you need now I'm getting it from Walmart.com on the internet Walmart is not like it used to be Walmart is rude they are going to lose another good customer,4
